[header]
width=12
height=12
tilewidth=32
tileheight=32
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=font1.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,150,150,150,150,0,0,0,0,
0,0,0,150,150,0,0,150,150,0,0,0,
0,0,0,81,98,118,116,102,101,0,0,0,
0,0,0,150,150,0,0,150,150,0,0,0,
0,0,0,0,150,150,150,150,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,82,118,106,117,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,90,93,79,64,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0

